Spec_ID,pu id,Type,Status,,,,,,,,,,,,,,,,,,,
908,46,Baywood Fine Sands,N/A,,,,,,,,,,,,,,,,,,,
908,339,Baywood Fine Sands,N/A,,,,,,,,,,,,,,,,,,,
908,343,Baywood Fine Sands,N/A,,,,,,,,,,,,,,,,,,,
908,348,Baywood Fine Sands,N/A,,,,,,,,,,,,,,,,,,,
908,349,Baywood Fine Sands,N/A,,,,,,,,,,,,,,,,,,,
908,350,Baywood Fine Sands,N/A,,,,,,,,,,,,,,,,,,,
908,355,Baywood Fine Sands,N/A,,,,,,,,,,,,,,,,,,,
908,356,Baywood Fine Sands,N/A,,,,,,,,,,,,,,,,,,,
908,357,Baywood Fine Sands,N/A,,,,,,,,,,,,,,,,,,,
908,358,Baywood Fine Sands,N/A,,,,,,,,,,,,,,,,,,,
908,359,Baywood Fine Sands,N/A,,,,,,,,,,,,,,,,,,,
908,360,Baywood Fine Sands,N/A,,,,,,,,,,,,,,,,,,,
908,361,Baywood Fine Sands,N/A,,,,,,,,,,,,,,,,,,,
908,362,Baywood Fine Sands,N/A,,,,,,,,,,,,,,,,,,,
908,363,Baywood Fine Sands,N/A,,,,,,,,,,,,,,,,,,,
908,364,Baywood Fine Sands,N/A,,,,,,,,,,,,,,,,,,,
908,365,Baywood Fine Sands,N/A,,,,,,,,,,,,,,,,,,,
908,367,Baywood Fine Sands,N/A,,,,,,,,,,,,,,,,,,,
908,368,Baywood Fine Sands,N/A,,,,,,,,,,,,,,,,,,,
908,369,Baywood Fine Sands,N/A,,,,,,,,,,,,,,,,,,,
908,370,Baywood Fine Sands,N/A,,,,,,,,,,,,,,,,,,,
908,398,Baywood Fine Sands,N/A,,,,,,,,,,,,,,,,,,,
908,399,Baywood Fine Sands,N/A,,,,,,,,,,,,,,,,,,,
908,400,Baywood Fine Sands,N/A,,,,,,,,,,,,,,,,,,,
908,401,Baywood Fine Sands,N/A,,,,,,,,,,,,,,,,,,,
908,402,Baywood Fine Sands,N/A,,,,,,,,,,,,,,,,,,,
908,403,Baywood Fine Sands,N/A,,,,,,,,,,,,,,,,,,,
908,404,Baywood Fine Sands,N/A,,,,,,,,,,,,,,,,,,,
908,405,Baywood Fine Sands,N/A,,,,,,,,,,,,,,,,,,,
908,406,Baywood Fine Sands,N/A,,,,,,,,,,,,,,,,,,,
908,407,Baywood Fine Sands,N/A,,,,,,,,,,,,,,,,,,,
908,408,Baywood Fine Sands,N/A,,,,,,,,,,,,,,,,,,,
908,409,Baywood Fine Sands,N/A,,,,,,,,,,,,,,,,,,,
908,438,Baywood Fine Sands,N/A,,,,,,,,,,,,,,,,,,,
908,439,Baywood Fine Sands,N/A,,,,,,,,,,,,,,,,,,,
908,441,Baywood Fine Sands,N/A,,,,,,,,,,,,,,,,,,,
908,627,Baywood Fine Sands,N/A,,,,,,,,,,,,,,,,,,,
908,629,Baywood Fine Sands,N/A,,,,,,,,,,,,,,,,,,,
908,631,Baywood Fine Sands,N/A,,,,,,,,,,,,,,,,,,,
908,635,Baywood Fine Sands,N/A,,,,,,,,,,,,,,,,,,,
908,638,Baywood Fine Sands,N/A,,,,,,,,,,,,,,,,,,,
908,639,Baywood Fine Sands,N/A,,,,,,,,,,,,,,,,,,,
908,641,Baywood Fine Sands,N/A,,,,,,,,,,,,,,,,,,,
908,642,Baywood Fine Sands,N/A,,,,,,,,,,,,,,,,,,,
908,643,Baywood Fine Sands,N/A,,,,,,,,,,,,,,,,,,,
908,644,Baywood Fine Sands,N/A,,,,,,,,,,,,,,,,,,,
908,645,Baywood Fine Sands,N/A,,,,,,,,,,,,,,,,,,,
908,646,Baywood Fine Sands,N/A,,,,,,,,,,,,,,,,,,,
908,648,Baywood Fine Sands,N/A,,,,,,,,,,,,,,,,,,,
908,649,Baywood Fine Sands,N/A,,,,,,,,,,,,,,,,,,,
908,650,Baywood Fine Sands,N/A,,,,,,,,,,,,,,,,,,,
908,651,Baywood Fine Sands,N/A,,,,,,,,,,,,,,,,,,,
908,652,Baywood Fine Sands,N/A,,,,,,,,,,,,,,,,,,,
908,653,Baywood Fine Sands,N/A,,,,,,,,,,,,,,,,,,,
908,654,Baywood Fine Sands,N/A,,,,,,,,,,,,,,,,,,,
908,655,Baywood Fine Sands,N/A,,,,,,,,,,,,,,,,,,,
908,656,Baywood Fine Sands,N/A,,,,,,,,,,,,,,,,,,,
908,661,Baywood Fine Sands,N/A,,,,,,,,,,,,,,,,,,,
908,662,Baywood Fine Sands,N/A,,,,,,,,,,,,,,,,,,,
908,663,Baywood Fine Sands,N/A,,,,,,,,,,,,,,,,,,,
908,665,Baywood Fine Sands,N/A,,,,,,,,,,,,,,,,,,,
908,667,Baywood Fine Sands,N/A,,,,,,,,,,,,,,,,,,,
908,668,Baywood Fine Sands,N/A,,,,,,,,,,,,,,,,,,,
908,2,Baywood Fine Sands,N/A,,,,,,,,,,,,,,,,,,,
908,5,Baywood Fine Sands,N/A,,,,,,,,,,,,,,,,,,,
908,6,Baywood Fine Sands,N/A,,,,,,,,,,,,,,,,,,,
908,8,Baywood Fine Sands,N/A,,,,,,,,,,,,,,,,,,,
908,26,Baywood Fine Sands,N/A,,,,,,,,,,,,,,,,,,,
908,39,Baywood Fine Sands,N/A,,,,,,,,,,,,,,,,,,,
908,435,Baywood Fine Sands,N/A,,,,,,,,,,,,,,,,,,,
908,52,Baywood Fine Sands,N/A,,,,,,,,,,,,,,,,,,,
908,351,Baywood Fine Sands,N/A,,,,,,,,,,,,,,,,,,,
908,352,Baywood Fine Sands,N/A,,,,,,,,,,,,,,,,,,,
908,628,Baywood Fine Sands,N/A,,,,,,,,,,,,,,,,,,,
908,630,Baywood Fine Sands,N/A,,,,,,,,,,,,,,,,,,,
908,632,Baywood Fine Sands,N/A,,,,,,,,,,,,,,,,,,,
908,634,Baywood Fine Sands,N/A,,,,,,,,,,,,,,,,,,,
908,664,Baywood Fine Sands,N/A,,,,,,,,,,,,,,,,,,,
908,340,Baywood Fine Sands,N/A,,,,,,,,,,,,,,,,,,,
908,344,Baywood Fine Sands,N/A,,,,,,,,,,,,,,,,,,,
908,345,Baywood Fine Sands,N/A,,,,,,,,,,,,,,,,,,,
908,354,Baywood Fine Sands,N/A,,,,,,,,,,,,,,,,,,,
908,625,Baywood Fine Sands,N/A,,,,,,,,,,,,,,,,,,,
908,626,Baywood Fine Sands,N/A,,,,,,,,,,,,,,,,,,,
908,637,Baywood Fine Sands,N/A,,,,,,,,,,,,,,,,,,,
908,636,Baywood Fine Sands,N/A,,,,,,,,,,,,,,,,,,,
908,86,Baywood Fine Sands,N/A,,,,,,,,,,,,,,,,,,,
908,353,Baywood Fine Sands,N/A,,,,,,,,,,,,,,,,,,,
908,341,Baywood Fine Sands,N/A,,,,,,,,,,,,,,,,,,,
909,48,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,49,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,50,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,51,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,57,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,67,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,68,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,69,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,70,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,71,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,72,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,73,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,74,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,79,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,85,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,98,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,107,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,108,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,118,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,121,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,122,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,123,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,128,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,131,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,132,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,133,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,134,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,144,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,146,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,147,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,161,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,163,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,164,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,169,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,171,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,172,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,173,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,174,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,193,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,194,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,195,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,196,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,200,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,201,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,206,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,207,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,231,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,269,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,270,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,271,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,272,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,273,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,274,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,275,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,276,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,277,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,281,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,282,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,283,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,284,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,285,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,286,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,288,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,301,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,307,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,308,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,311,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,312,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,317,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,318,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,319,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,322,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,411,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,412,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,413,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,414,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,415,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,416,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,417,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,423,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,424,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,425,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,426,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,428,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,430,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,463,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,490,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,492,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,493,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,494,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,501,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,503,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,504,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,509,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,510,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,511,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,512,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,513,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,519,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,520,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,521,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,522,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,525,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,528,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,541,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,542,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,581,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,582,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,583,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,584,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,585,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,588,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,589,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,592,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,594,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,604,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,613,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,617,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,619,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,81,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,152,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,160,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,165,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,166,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,168,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,176,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,177,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,178,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,320,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,321,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,500,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,505,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,506,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,616,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,94,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,105,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,106,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,179,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,181,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
909,187,Serpentine,N/A,,,,,,,,,,,,,,,,,,,
901,190,coastal scrub,N/A,,,,,,,,,,,,,,,,,,,
901,192,coastal scrub,N/A,,,,,,,,,,,,,,,,,,,
901,193,coastal scrub,N/A,,,,,,,,,,,,,,,,,,,
901,195,coastal scrub,N/A,,,,,,,,,,,,,,,,,,,
901,196,coastal scrub,N/A,,,,,,,,,,,,,,,,,,,
901,271,coastal scrub,N/A,,,,,,,,,,,,,,,,,,,
901,273,coastal scrub,N/A,,,,,,,,,,,,,,,,,,,
901,274,coastal scrub,N/A,,,,,,,,,,,,,,,,,,,
901,272,coastal scrub,N/A,,,,,,,,,,,,,,,,,,,
901,276,coastal scrub,N/A,,,,,,,,,,,,,,,,,,,
901,444,coastal scrub,N/A,,,,,,,,,,,,,,,,,,,
901,447,coastal scrub,N/A,,,,,,,,,,,,,,,,,,,
901,434,coastal scrub,N/A,,,,,,,,,,,,,,,,,,,
901,433,coastal scrub,N/A,,,,,,,,,,,,,,,,,,,
901,37,coastal scrub,N/A,,,,,,,,,,,,,,,,,,,
901,20,coastal scrub,N/A,,,,,,,,,,,,,,,,,,,
901,47,coastal scrub,N/A,,,,,,,,,,,,,,,,,,,
901,232,coastal scrub,N/A,,,,,,,,,,,,,,,,,,,
901,233,coastal scrub,N/A,,,,,,,,,,,,,,,,,,,
901,234,coastal scrub,N/A,,,,,,,,,,,,,,,,,,,
901,241,coastal scrub,N/A,,,,,,,,,,,,,,,,,,,
901,242,coastal scrub,N/A,,,,,,,,,,,,,,,,,,,
901,243,coastal scrub,N/A,,,,,,,,,,,,,,,,,,,
901,51,coastal scrub,N/A,,,,,,,,,,,,,,,,,,,
901,69,coastal scrub,N/A,,,,,,,,,,,,,,,,,,,
901,50,coastal scrub,N/A,,,,,,,,,,,,,,,,,,,
901,67,coastal scrub,N/A,,,,,,,,,,,,,,,,,,,
901,68,coastal scrub,N/A,,,,,,,,,,,,,,,,,,,
901,26,coastal scrub,N/A,,,,,,,,,,,,,,,,,,,
901,52,coastal scrub,N/A,,,,,,,,,,,,,,,,,,,
901,123,coastal scrub,N/A,,,,,,,,,,,,,,,,,,,
901,128,coastal scrub,N/A,,,,,,,,,,,,,,,,,,,
901,129,coastal scrub,N/A,,,,,,,,,,,,,,,,,,,
901,131,coastal scrub,N/A,,,,,,,,,,,,,,,,,,,
901,112,coastal scrub,N/A,,,,,,,,,,,,,,,,,,,
901,122,coastal scrub,N/A,,,,,,,,,,,,,,,,,,,
901,132,coastal scrub,N/A,,,,,,,,,,,,,,,,,,,
901,102,coastal scrub,N/A,,,,,,,,,,,,,,,,,,,
901,141,coastal scrub,N/A,,,,,,,,,,,,,,,,,,,
901,142,coastal scrub,N/A,,,,,,,,,,,,,,,,,,,
901,96,coastal scrub,N/A,,,,,,,,,,,,,,,,,,,
901,97,coastal scrub,N/A,,,,,,,,,,,,,,,,,,,
901,124,coastal scrub,N/A,,,,,,,,,,,,,,,,,,,
901,125,coastal scrub,N/A,,,,,,,,,,,,,,,,,,,
901,85,coastal scrub,N/A,,,,,,,,,,,,,,,,,,,
901,105,coastal scrub,N/A,,,,,,,,,,,,,,,,,,,
901,86,coastal scrub,N/A,,,,,,,,,,,,,,,,,,,
901,238,coastal scrub,N/A,,,,,,,,,,,,,,,,,,,
901,546,coastal scrub,N/A,,,,,,,,,,,,,,,,,,,
901,48,coastal scrub,N/A,,,,,,,,,,,,,,,,,,,
901,49,coastal scrub,N/A,,,,,,,,,,,,,,,,,,,
901,235,coastal scrub,N/A,,,,,,,,,,,,,,,,,,,
901,431,coastal scrub,N/A,,,,,,,,,,,,,,,,,,,
901,435,coastal scrub,N/A,,,,,,,,,,,,,,,,,,,
901,439,coastal scrub,N/A,,,,,,,,,,,,,,,,,,,
901,445,coastal scrub,N/A,,,,,,,,,,,,,,,,,,,
901,202,coastal scrub,N/A,,,,,,,,,,,,,,,,,,,
901,239,coastal scrub,N/A,,,,,,,,,,,,,,,,,,,
901,350,coastal scrub,N/A,,,,,,,,,,,,,,,,,,,
901,87,coastal scrub,N/A,,,,,,,,,,,,,,,,,,,
901,88,coastal scrub,N/A,,,,,,,,,,,,,,,,,,,
901,344,coastal scrub,N/A,,,,,,,,,,,,,,,,,,,
901,345,coastal scrub,N/A,,,,,,,,,,,,,,,,,,,
901,339,coastal scrub,N/A,,,,,,,,,,,,,,,,,,,
901,343,coastal scrub,N/A,,,,,,,,,,,,,,,,,,,
901,348,coastal scrub,N/A,,,,,,,,,,,,,,,,,,,
901,189,coastal scrub,N/A,,,,,,,,,,,,,,,,,,,
901,153,coastal scrub,N/A,,,,,,,,,,,,,,,,,,,
901,152,coastal scrub,N/A,,,,,,,,,,,,,,,,,,,
901,159,coastal scrub,N/A,,,,,,,,,,,,,,,,,,,
901,169,coastal scrub,N/A,,,,,,,,,,,,,,,,,,,
912,21,Coastal Dune Scrub,N/A,,,,,,,,,,,,,,,,,,,
912,23,Coastal Dune Scrub,N/A,,,,,,,,,,,,,,,,,,,
912,22,Coastal Dune Scrub,N/A,,,,,,,,,,,,,,,,,,,
912,24,Coastal Dune Scrub,N/A,,,,,,,,,,,,,,,,,,,
912,339,Coastal Dune Scrub,N/A,,,,,,,,,,,,,,,,,,,
911,21,Pioneer Dune,N/A,,,,,,,,,,,,,,,,,,,
911,22,Pioneer Dune,N/A,,,,,,,,,,,,,,,,,,,
911,23,Pioneer Dune,N/A,,,,,,,,,,,,,,,,,,,
911,24,Pioneer Dune,N/A,,,,,,,,,,,,,,,,,,,
911,339,Pioneer Dune,N/A,,,,,,,,,,,,,,,,,,,
904,3,Coastal Salt Marsh,N/A,,,,,,,,,,,,,,,,,,,
904,4,Coastal Salt Marsh,N/A,,,,,,,,,,,,,,,,,,,
904,7,Coastal Salt Marsh,N/A,,,,,,,,,,,,,,,,,,,
904,398,Coastal Salt Marsh,N/A,,,,,,,,,,,,,,,,,,,
904,399,Coastal Salt Marsh,N/A,,,,,,,,,,,,,,,,,,,
904,653,Coastal Salt Marsh,N/A,,,,,,,,,,,,,,,,,,,
904,9,Coastal Salt Marsh,N/A,,,,,,,,,,,,,,,,,,,
904,15,Coastal Salt Marsh,N/A,,,,,,,,,,,,,,,,,,,
904,38,Coastal Salt Marsh,N/A,,,,,,,,,,,,,,,,,,,
904,431,Coastal Salt Marsh,N/A,,,,,,,,,,,,,,,,,,,
904,432,Coastal Salt Marsh,N/A,,,,,,,,,,,,,,,,,,,
904,434,Coastal Salt Marsh,N/A,,,,,,,,,,,,,,,,,,,
904,442,Coastal Salt Marsh,N/A,,,,,,,,,,,,,,,,,,,
904,443,Coastal Salt Marsh,N/A,,,,,,,,,,,,,,,,,,,
904,548,Coastal Salt Marsh,N/A,,,,,,,,,,,,,,,,,,,
905,26,Freshwater Marsh,N/A,,,,,,,,,,,,,,,,,,,
905,37,Freshwater Marsh,N/A,,,,,,,,,,,,,,,,,,,
905,39,Freshwater Marsh,N/A,,,,,,,,,,,,,,,,,,,
905,40,Freshwater Marsh,N/A,,,,,,,,,,,,,,,,,,,
905,41,Freshwater Marsh,N/A,,,,,,,,,,,,,,,,,,,
905,47,Freshwater Marsh,N/A,,,,,,,,,,,,,,,,,,,
905,48,Freshwater Marsh,N/A,,,,,,,,,,,,,,,,,,,
905,51,Freshwater Marsh,N/A,,,,,,,,,,,,,,,,,,,
905,52,Freshwater Marsh,N/A,,,,,,,,,,,,,,,,,,,
905,63,Freshwater Marsh,N/A,,,,,,,,,,,,,,,,,,,
905,64,Freshwater Marsh,N/A,,,,,,,,,,,,,,,,,,,
905,66,Freshwater Marsh,N/A,,,,,,,,,,,,,,,,,,,
905,85,Freshwater Marsh,N/A,,,,,,,,,,,,,,,,,,,
905,123,Freshwater Marsh,N/A,,,,,,,,,,,,,,,,,,,
905,131,Freshwater Marsh,N/A,,,,,,,,,,,,,,,,,,,
905,132,Freshwater Marsh,N/A,,,,,,,,,,,,,,,,,,,
905,133,Freshwater Marsh,N/A,,,,,,,,,,,,,,,,,,,
905,139,Freshwater Marsh,N/A,,,,,,,,,,,,,,,,,,,
905,140,Freshwater Marsh,N/A,,,,,,,,,,,,,,,,,,,
905,142,Freshwater Marsh,N/A,,,,,,,,,,,,,,,,,,,
905,192,Freshwater Marsh,N/A,,,,,,,,,,,,,,,,,,,
905,193,Freshwater Marsh,N/A,,,,,,,,,,,,,,,,,,,
905,201,Freshwater Marsh,N/A,,,,,,,,,,,,,,,,,,,
905,202,Freshwater Marsh,N/A,,,,,,,,,,,,,,,,,,,
905,203,Freshwater Marsh,N/A,,,,,,,,,,,,,,,,,,,
905,206,Freshwater Marsh,N/A,,,,,,,,,,,,,,,,,,,
905,230,Freshwater Marsh,N/A,,,,,,,,,,,,,,,,,,,
905,236,Freshwater Marsh,N/A,,,,,,,,,,,,,,,,,,,
905,269,Freshwater Marsh,N/A,,,,,,,,,,,,,,,,,,,
905,270,Freshwater Marsh,N/A,,,,,,,,,,,,,,,,,,,
